source_file,document_title,source_url,document_type,session,question_number,asked_by,minister,section,question_text,date,formatted_date,parliament_session,topic_infrastructure,topic_energy,topic_health,topic_mines,topic_waste_management,topic_agriculture,topic_manufacturing,topic_tourism,topic_technology,topic_transport,topic_education,topic_finance,sector_count,mp_gender,constituency
paper_Friday_12th_July_2024_2024.json,"Friday, 12th July, 2024",https://www.parliament.gov.zm/node/11779,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,384,Mr Chewe (Lubansenshi),Minister of Mines and Minerals Development,7. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to establish state- owned mines; (b) if so, when the plans will be implemented; (c) how many such mines are earmarked for establishment; and (d) in which districts the state-owned mines will be located.","12th July, 2024",12/07/24,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,0,0,0,1,0,0,0,0,1,0,0,0,2,Male,Lubansenshi
paper_Friday_12th_July_2024_2024.json,"Friday, 12th July, 2024",https://www.parliament.gov.zm/node/11779,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,385,Mr Miyutu (Kalabo Central),Minister of Green Economy and Environment,7. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to degazette a portion of the forest reserve in Lufwi Ward in Kalabo Central Parliamentary Constituency, to create land for agricultural activities; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why. 8. NOTICE OF MOTION Mr Lubusha Adopt Report of the Committee on Cabinet Affairs: That this House adopts the Report of the Committee on Cabinet Affairs on the Review of the Operations and Management of SMART Zambia Institute, for the Third Session of the Thirteenth National Assembly, laid on the Table of the House on Wednesday, 10th July, 2024. 9. ORDER OF THE DAY The Supplementary Appropriation (2024) Bill (N.A.B 8/2024) Second Reading ___________________________","12th July, 2024",12/07/24,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,1,0,0,1,Male,Kalabo Central
paper_Friday_9th_June_2023_2023.json,"Friday, 9th June, 2023",https://www.parliament.gov.zm/node/11051,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,280,Mr Andeleki (Katombola),Minister of Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to establish boarding facilities at some schools in Katombola Parliamentary Constituency in order to increase the number of learners benefiting from the Constituency Development Fund Bursary Scheme; (b) if so, which schools are earmarked for boarding facilities; and (c) when the project will commence.","9th June, 2023",09/06/23,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,Katombola
paper_Friday_9th_June_2023_2023.json,"Friday, 9th June, 2023",https://www.parliament.gov.zm/node/11051,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,281,Mr Chewe (Lubansenshi),Minister of Technology and Science,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a communication tower in Chulungoma Ward in Lubansenshi Parliamentary Constituency; (b) if so, when the plans will be implemented; (c) under which mobile network provider the tower will operate; (d) what the estimated cost of the project is; and (e) if there are no such plans, why.","9th June, 2023",09/06/23,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Lubansenshi
paper_Friday_9th_June_2023_2023.json,"Friday, 9th June, 2023",https://www.parliament.gov.zm/node/11051,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,282,Mr Munir Zulu (Lumezi),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a hospital in Lumezi District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.","9th June, 2023",09/06/23,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,0,0,1,0,0,0,0,0,1,0,0,0,2,Male,Lumezi
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,1,Mr Sianga (Sesheke),"Minister of Community Development, Mother and Child Health",QUESTIONS FOR ORAL ANSWER,(a)why funding to Yeta Hospital in Sesheke District is erratic; (b)whether the Government is aware that the erratic funding negatively affects the smooth running of the Hospital; (c)what measures have been taken to correct the situation; and (d)when the Hospital will be provided with an ambulance.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,1,0,0,0,0,0,1,0,0,0,2,Male,Sesheke
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,2,Mr Mumba (Mambilima),Minister of Youth and Sport,QUESTIONS FOR ORAL ANSWER,"(a)whether the Government has any plans to renovate Kaole Stadium in Mansa and, if so, when; and (b)whether the Government has any plans to build a modern sports facility in Luapula as the case is for other Provinces.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Mambilima
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,3,Mr Muteteka (Chisamba),"Minister of Education, Science, Vocational Training and Early Education when the recently opened Chisamba High School will be electrified.",QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Chisamba
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,4,Mr Kapyanga (Kabwe Central),"Minister of Lands, Natural Resources and Environmental Protection what measures the Ministry has taken to make land in Kabwe District available for investment.",QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kabwe Central
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,5,Mr Ng’onga (Kaputa),"Minister of Community Development, Mother and Child Health",QUESTIONS FOR ORAL ANSWER,"(a)whether the Ministry is aware that some health centres in Kaputa Parliamentary Constituency are manned by unqualified personnel and, if so, when the Ministry will correct the anomaly; and (b)whether nurses are qualified to head health centres.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,1,0,0,0,0,0,0,0,0,0,1,Male,Kaputa
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,6,Mr Ng’onga (Kaputa),Minister of Agriculture and Livestock,QUESTIONS FOR ORAL ANSWER,"(a)whether the Government owes any money to seed marketing companies and transporters of agro-inputs who were engaged to supply and transport agro-inputs to various parts of the country during the 2012/2013 farming season and, if so, how much the debt is; (b)when the debt will be paid; and (c)what the reason for the delay in paying off the debt is.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,1,0,0,0,1,0,1,3,Male,Kaputa
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,7,Mr Simbao (Senga Hill),"Minister of Mines, Energy and Water Development",QUESTIONS FOR ORAL ANSWER,"(a)why ZESCO Limited, whose core business is power generation, transmission and distribution, owns a commercial licence in communication; (b)what the purpose of the licence is; (c)what the capacity of the fibre optic cable owned by ZESCO is; and (d)whether the optic fibre at (c) can be used by Zamtel Limited whose core business is telecommunication.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,1,0,0,0,0,0,0,0,1,0,0,2,Male,Senga Hill
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,8,Mr Simbao (Senga Hill),Minister of Defence,QUESTIONS FOR ORAL ANSWER,(a)when Mulungushi Textiles will resume industrial production; (b)why it has taken long for the Company to resume operations; and (c)what measures have been taken to ensure that the Company operates profitably in future.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,1,0,0,0,0,0,1,Male,Senga Hill
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,9,Mr Sichula (Nakonde),"Minister of Education, Science, Vocational Training and Early Education when the Government will rehabilitate the following primary schools in Nakonde Parliamentary Constituency",QUESTIONS FOR ORAL ANSWER,(a)Chitamane; (b)Itutu; (c)Ndanji; (d)Lukumba; (e)Chawa; and (f)Zyongo.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Nakonde
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,10,Mr Sichula (Nakonde),Minister of Home Affairs whether the,QUESTIONS FOR ORAL ANSWER,Government has any plans to construct a prison in Nakonde District.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,1,0,0,0,1,Male,Nakonde
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,11,Mr Mpundu (Nchelenge),"Minister of Commerce, Trade and Industry",QUESTIONS FOR ORAL ANSWER,"(a)whether the Government has any plans to resuscitate the operations of the Kawambwa Tea Company; and (b)if so, when the plans will be implemented.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Nchelenge
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,12,Mr Mucheleka (Lubansenshi),Minister of Tourism and Art,QUESTIONS FOR ORAL ANSWER,"(a)when Isangano National Park in Luwingu District will be re-stocked with wild animals; (b)what animal species will be re-stocked in the Park; (c)whether the re-stocking exercise will be based on the Public Private Partnership arrangement; and (d)if so, who the possible partners are.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,1,0,0,0,1,Male,Lubansenshi
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,13,Mr Mucheleka (Lubansenshi),Minister of Health,QUESTIONS FOR ORAL ANSWER,"(a)whether the Government has any plans to construct a new district hospital in Luwingu to cater for the growing population; and (b)if so, when the construction of the hospital will commence.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,1,0,1,0,0,0,0,0,1,0,0,0,3,Male,Lubansenshi
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,14,Mr Simfukwe (Mbala),Minister of Finance,QUESTIONS FOR ORAL ANSWER,"(a)in which sectors the Euro bond loan was invested; (b)how much money from the Euro bond was spent as of 31st August, 2013; (c)whether the Government has already started servicing the loan; and (d)if so, how much has been repaid in terms of both the principal and interest.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,1,1,Male,Mbala
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,15,Mr Lufuma (Kabombo West),"Minister of Education, Science, Vocational Training and Early Education",QUESTIONS FOR ORAL ANSWER,"(a)why Ventilated Improved Pit Latrines were constructed first, instead of classroom blocks, at the following primary school sites in Kabompo West Parliamentary Constituency: (i)Chifuwe South; (ii)Chifuwe Minunga; and (iii)Kafungo; and (b)when the classroom blocks at the sites at (a) will be constructed.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,Kabombo West
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,16,Mr Lufuma (Kabompo West),Minister of Chiefs and Traditional Affairs whether the Government policy of not recognising additional Chiefs since 1964 has now changed.,QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kabompo West
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,17,Mr Milambo (Mwembeshi),Minister of Agriculture and Livestock,QUESTIONS FOR ORAL ANSWER,(a) how many 50kg bags of compound D and urea fertilizer were given to small scale farmers in the following Parliamentary Constituencies in 2012: (i)Mumbwa Central; (ii)Mwembeshi; and (iii)Nangoma; and (b) how many bags of compound D and urea fertilizer are earmarked for distribution in 2013/2014 farming season in the newly created Shibuyunji District.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,1,0,0,1,0,0,0,2,Male,Mwembeshi
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,18,Mr Mwanza (Solwezi West),Minister of Chiefs and Traditional Affairs,QUESTIONS FOR ORAL ANSWER,"(a)where the official boundaries of Chief Matebo, Senior Chief Mukumbi and Senior Chief Musele of Solwezi West Parliamentary Constituency lie; and (b)when the Government will start sensitising the people of Solwezi West Parliamentary Constituency on the chiefdom boundaries based on the 1958 map which designates official chiefdom boundaries.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Solwezi West
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,19,Mr Mwanza (Solwezi West),"Minister of Community Development, Mother and Child Health when the following health centres in Solwezi West Parliamentary Constituency will be provided with medical personnel",QUESTIONS FOR ORAL ANSWER,(a)Kisasa; (b)Maheba; and (c)Mutanda.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Solwezi West
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,20,Mr Antonio (Kaoma Central),Minister of Agriculture and Livestock when Government will build more grain storage facilities in Kaoma District considering that a lot of maize goes to waste due to inadequate storage facilities.,QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kaoma Central
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,21,Mr Antonio (Kaoma Central),"Minister of Lands, Natural Resources and Environmental Protection",QUESTIONS FOR ORAL ANSWER,"(a)how much honey and wax was produced in Kaoma District from January, 2011 to July 2013; and (b)whether the Government has any plans to re-open the honey factory in the District.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,1,0,1,0,0,0,2,Male,Kaoma Central
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,22,Mr Mushili Malama (Chitambo),"Minister of Education, Science, Vocational Training and Early Education",QUESTIONS FOR ORAL ANSWER,"(a)whether the Ministry is aware that no Government staff houses have been constructed at the following primary schools in Chitambo Parliamentary Constituency since the schools were opened: (i)Lubembe and Kabola in Muchinka Ward; and (ii)Chipundu in Chipundu Ward; and (b)if so, when construction of the houses for the schools will commence.","24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,1,0,2,Male,Chitambo
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,23,Mr Mushili Malama (Chitambo),Minister of Chiefs and Traditional Affairs whether the Government has any plans to build infrastructure at the David Livingstone Memorial Site in Chipundu Ward in Chitambo Parliamentary Constituency.,QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Chitambo
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,24,Mr Katuka (Mwinilunga),"Minister of Mines, Energy and Water Development when the project to connect Mwinilunga District to the national electricity grid will be completed.",QUESTIONS FOR ORAL ANSWER,,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Mwinilunga
paper_TUESDAY_24TH_SEPTEMBER_2013.json,"Tuesday, 24th September, 2013",https://www.parliament.gov.zm/node/1518,Order Paper,THIRD SESSION OF THE ELEVENTH ASSEMBLY,25,Mr Katuka (Mwinilunga),"Minister of Local Government and Housing when the construction of the new civic centre for Mwinilunga District Council, where works have stalled, will be completed.",QUESTIONS FOR ORAL ANSWER,NOTICE OF MOTION Mr Mushanga Thanks - His Excellency the President’s Address : That the thanks of this Assembly be recorded for the exposition of public policy contained in His Excellency the President’s Address.,"24th September, 2013",24/09/13,THIRD SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Mwinilunga
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,289,Dr Kaingu (Mwandi),Minister of Health,QUESTIONS FOR ORAL ANSWER,"(a) whether the Government is aware that Mwandi Hospital has had no medical doctor and an X-ray machine for a long time now; (b) if so, why a doctor has not been deployed to the Hospital; (c) when a medical doctor will be deployed to the Hospital; and (d) when the Government will procure an X-ray machine for the Hospital.","16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,1,0,0,0,0,0,0,0,0,0,1,Unknown,Mwandi
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,290,Mr I Banda (Lumezi),Minister of Tourism and Art,QUESTIONS FOR ORAL ANSWER,"(a) what caused the unrest, which resulted in the destruction of villages and farms by the Zambia Wildlife Authority officers, in Lukusuzi Game Management Area in Mwase-Mpangwe Chiefdom on 10th December, 2014; (b) what measures the Government has taken to resolve the problem and ensure that similar incidents do not recur; (c) whether the Government has any plans to compensate the villagers for the loss suffered and, if so, when; and (d) when the Government plans to relocate the people living in the Area.","16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,1,0,0,0,0,1,Male,Lumezi
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,291,Mr Mpundu (Nchelenge),"Minister of Community Development, Mother and Child Health when the Government will construct rural health centres at the following locations in Nchelenge Parliamentary Constituency",QUESTIONS FOR ORAL ANSWER,(a) Malulu near Kashikishi; and (b) Lushiba.,"16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Nchelenge
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,292,Mr Antonio (Kaoma Central),"Minister of Education, Science, Vocational Training and Early Education when the Government will construct a primary school in Mwiimba area of Kaoma Central Parliamentary Constituency considering that the nearest school is located about 45 kilometers away at Lunyati.",QUESTIONS FOR ORAL ANSWER,,"16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kaoma Central
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,293,Mr I Banda (Lumezi),Minister of Defence,QUESTIONS FOR ORAL ANSWER,"(a) whether investigations into the cause of the two Zambia Airforce aircraft accidents in Livingstone and Lusaka have been undertaken; and (b) if so, what the findings are.","16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Lumezi
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,294,Mr Kunda (Muchinga),"Minister of Transport, Works, Supply and Communication",QUESTIONS FOR ORAL ANSWER,"(a) whether the Government has any plans to construct a bridge across the Lukusashi River leading to Kaombe in Chief Chisomo’s area in Muchinga Parliamentary Constituency; (b) if so, when the construction works will commence; and (c) what the estimated cost of the project is.","16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,0,0,1,Male,Muchinga
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,295,Mr Mucheleka (Lubansenshi),"Minister of Education, Science, Vocational Training and Early Education what progress has been made on the construction of a public university in Northern Province.",QUESTIONS FOR ORAL ANSWER,,"16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Lubansenshi
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,296,Mr Sianga (Sesheke),Minister of Health whether the Government has any plans to construct an Anti-Retroviral Therapy (ART) room which is separate from the outpatients department block at Sesheke District Hospital.,QUESTIONS FOR ORAL ANSWER,,"16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Sesheke
paper_TUESDAY_16TH_DECEMBER_2014.json,"Tuesday, 16th December, 2014",https://www.parliament.gov.zm/node/416,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,297,Mr Musonda (Kapiri Mposhi),Minister of Chiefs and Traditional Affairs when the following facilities will be provided to the Kapiri Mposhi District Office,QUESTIONS FOR ORAL ANSWER,(a) office accommodation; (b) furniture; and (c) transport.,"16th December, 2014",16/12/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,1,0,0,1,Male,Kapiri Mposhi
